source,relation,target
corticosteroids,MENTIONED_IN,chunk_4555
FK506,MENTIONED_IN,chunk_4555
aspirin,MENTIONED_IN,chunk_4555
corticosteroids,CO_OCCURS_WITH,MAHA
dipyridamole,CO_OCCURS_WITH,MAHA
aspirin,CO_OCCURS_WITH,MAHA
MAHA,MENTIONED_IN,chunk_4556
FK506,MENTIONED_IN,chunk_4556
MAHA,MENTIONED_IN,chunk_4557
FK506,MENTIONED_IN,chunk_4557
cyclosporin A,MENTIONED_IN,chunk_4558
MAHA,MENTIONED_IN,chunk_4558
FK506,MENTIONED_IN,chunk_4558
CyA,MENTIONED_IN,chunk_4558
cyclosporin A,CO_OCCURS_WITH,MAHA
CyA,CO_OCCURS_WITH,MAHA
desipramine toxicity,MENTIONED_IN,chunk_4559
ventricular tachycardia,MENTIONED_IN,chunk_4559
desipramine toxicity,MENTIONED_IN,chunk_4560
ventricular tachycardia,MENTIONED_IN,chunk_4560
arrhythmia,MENTIONED_IN,chunk_4561
ventricular tachycardia,MENTIONED_IN,chunk_4562
delirium,MENTIONED_IN,chunk_4563
Desipramine,MENTIONED_IN,chunk_4563
Desipramine,CO_OCCURS_WITH,delirium
delirium,MENTIONED_IN,chunk_4564
Desipramine,MENTIONED_IN,chunk_4564
Delirium,MENTIONED_IN,chunk_4565
antidepressants,MENTIONED_IN,chunk_4566
amines,MENTIONED_IN,chunk_4567
amantadine,MENTIONED_IN,chunk_4567
amantadine hydrochloride,MENTIONED_IN,chunk_4568
amines,MENTIONED_IN,chunk_4570
Amantadine,MENTIONED_IN,chunk_4572
amantadine depressed,MENTIONED_IN,chunk_4573
amantadine,MENTIONED_IN,chunk_4574
amantadine,MENTIONED_IN,chunk_4575
suppression of motility,MENTIONED_IN,chunk_4576
amantadine,MENTIONED_IN,chunk_4576
amantadine,CO_OCCURS_WITH,suppression of motility
"3,4-dihydroxyphenylacetic acid",MENTIONED_IN,chunk_4577
dopamine,MENTIONED_IN,chunk_4577
amantadine,MENTIONED_IN,chunk_4577
normetanephrine,MENTIONED_IN,chunk_4578
amantadine,MENTIONED_IN,chunk_4578
amantadine,MENTIONED_IN,chunk_4579
amantadine,MENTIONED_IN,chunk_4580
catecholamine,MENTIONED_IN,chunk_4581
amines,MENTIONED_IN,chunk_4581
norepinephrine,MENTIONED_IN,chunk_4581
behavioral depression,MENTIONED_IN,chunk_4581
amantadine,MENTIONED_IN,chunk_4581
amines,CO_OCCURS_WITH,behavioral depression
norepinephrine,CO_OCCURS_WITH,behavioral depression
catecholamine,CO_OCCURS_WITH,behavioral depression
amantadine,CO_OCCURS_WITH,behavioral depression
choline,MENTIONED_IN,chunk_4582
phenobarbital,MENTIONED_IN,chunk_4582
choline,MENTIONED_IN,chunk_4583
phenobarbital,MENTIONED_IN,chunk_4583
choline,MENTIONED_IN,chunk_4584
phenobarbital,MENTIONED_IN,chunk_4585
hepatocellular carcinoma,MENTIONED_IN,chunk_4586
choline,MENTIONED_IN,chunk_4586
hepatocellular carcinomas,MENTIONED_IN,chunk_4586
phenobarbital,MENTIONED_IN,chunk_4586
choline,CO_OCCURS_WITH,hepatocellular carcinoma
choline,CO_OCCURS_WITH,hepatocellular carcinomas
phenobarbital,CO_OCCURS_WITH,hepatocellular carcinoma
phenobarbital,CO_OCCURS_WITH,hepatocellular carcinomas
choline,MENTIONED_IN,chunk_4587
hepatocellular carcinomas,MENTIONED_IN,chunk_4587
phenobarbital,MENTIONED_IN,chunk_4587
choline,MENTIONED_IN,chunk_4588
phenobarbital,MENTIONED_IN,chunk_4588
variant angina,MENTIONED_IN,chunk_4589
methylergonovine,MENTIONED_IN,chunk_4589
methylergonovine,CO_OCCURS_WITH,variant angina
Methylergonovine,MENTIONED_IN,chunk_4590
methylergonovine,MENTIONED_IN,chunk_4590
angina pectoris,MENTIONED_IN,chunk_4590
chest pain,MENTIONED_IN,chunk_4590
variant angina,MENTIONED_IN,chunk_4590
Methylergonovine,CO_OCCURS_WITH,chest pain
Methylergonovine,CO_OCCURS_WITH,angina pectoris
Methylergonovine,CO_OCCURS_WITH,variant angina
methylergonovine,CO_OCCURS_WITH,chest pain
methylergonovine,CO_OCCURS_WITH,angina pectoris
spasm,MENTIONED_IN,chunk_4591
coronary spasm,MENTIONED_IN,chunk_4591
variant angina,MENTIONED_IN,chunk_4591
variant angina,MENTIONED_IN,chunk_4594
spasm,MENTIONED_IN,chunk_4594
methylergonovine,MENTIONED_IN,chunk_4594
methylergonovine,CO_OCCURS_WITH,spasm
cancer,MENTIONED_IN,chunk_4595
doxorubicin,MENTIONED_IN,chunk_4595
Dobutamine,MENTIONED_IN,chunk_4595
doxorubicin,CO_OCCURS_WITH,cancer
Dobutamine,CO_OCCURS_WITH,cancer
cardiomyopathy,MENTIONED_IN,chunk_4596
Doxorubicin,MENTIONED_IN,chunk_4596
Doxorubicin,CO_OCCURS_WITH,cardiomyopathy
cancer,MENTIONED_IN,chunk_4597
dobutamine,MENTIONED_IN,chunk_4597
doxorubicin,MENTIONED_IN,chunk_4597
cardiac damage,MENTIONED_IN,chunk_4597
doxorubicin,CO_OCCURS_WITH,cardiac damage
dobutamine,CO_OCCURS_WITH,cancer
dobutamine,CO_OCCURS_WITH,cardiac damage
doxorubicin,MENTIONED_IN,chunk_4601
dobutamine,MENTIONED_IN,chunk_4602
Dobutamine,MENTIONED_IN,chunk_4606
doxorubicin,MENTIONED_IN,chunk_4607
dobutamine,MENTIONED_IN,chunk_4607
doxorubicin,MENTIONED_IN,chunk_4608
doxorubicin,MENTIONED_IN,chunk_4612
dobutamine,MENTIONED_IN,chunk_4612
respiratory failure,MENTIONED_IN,chunk_4613
aminophylline,MENTIONED_IN,chunk_4613
ventricular fibrillation,MENTIONED_IN,chunk_4613
aminophylline,CO_OCCURS_WITH,respiratory failure
aminophylline,CO_OCCURS_WITH,ventricular fibrillation
respiratory failure,MENTIONED_IN,chunk_4614
Cardiac arrhythmias,MENTIONED_IN,chunk_4614
respiratory failure,MENTIONED_IN,chunk_4615
cardiac disturbances,MENTIONED_IN,chunk_4615
respiratory failure,MENTIONED_IN,chunk_4616
aminophylline,MENTIONED_IN,chunk_4616
ventricular fibrillation,MENTIONED_IN,chunk_4616
ventricular fibrillation,MENTIONED_IN,chunk_4617
PO2,MENTIONED_IN,chunk_4618
ventricular fibrillation,MENTIONED_IN,chunk_4618
oxygen,MENTIONED_IN,chunk_4618
aminophylline,MENTIONED_IN,chunk_4618
carbon dioxide,MENTIONED_IN,chunk_4618
CO2,MENTIONED_IN,chunk_4618
PO2,CO_OCCURS_WITH,ventricular fibrillation
oxygen,CO_OCCURS_WITH,ventricular fibrillation
carbon dioxide,CO_OCCURS_WITH,ventricular fibrillation
CO2,CO_OCCURS_WITH,ventricular fibrillation
hypoventilation,MENTIONED_IN,chunk_4619
respiratory failure,MENTIONED_IN,chunk_4619
aminophylline,MENTIONED_IN,chunk_4621
ventricular fibrillation,MENTIONED_IN,chunk_4621
respiratory failure,MENTIONED_IN,chunk_4622
aminophylline,MENTIONED_IN,chunk_4622
ventricular arrhythmias,MENTIONED_IN,chunk_4622
aminophylline,CO_OCCURS_WITH,ventricular arrhythmias
carbachol,MENTIONED_IN,chunk_4623
carbachol,MENTIONED_IN,chunk_4624
poisoning,MENTIONED_IN,chunk_4625
Alzheimer's disease,MENTIONED_IN,chunk_4626
carbachol,MENTIONED_IN,chunk_4627
carbamylcholin,MENTIONED_IN,chunk_4627
carbachol,MENTIONED_IN,chunk_4628
Carbachol,MENTIONED_IN,chunk_4629
hypotension,MENTIONED_IN,chunk_4630
nausea,MENTIONED_IN,chunk_4630
asystole,MENTIONED_IN,chunk_4631
Bradycardia,MENTIONED_IN,chunk_4631
adrenaline,MENTIONED_IN,chunk_4632
furosemide,MENTIONED_IN,chunk_4632
atropine,MENTIONED_IN,chunk_4632
epinephrine,MENTIONED_IN,chunk_4632
bronchorrhoea,MENTIONED_IN,chunk_4634
atrio-ventricular dissociation,MENTIONED_IN,chunk_4634
miosis,MENTIONED_IN,chunk_4634
hypersalivation,MENTIONED_IN,chunk_4634
hyperhidrosis,MENTIONED_IN,chunk_4634
adrenaline,MENTIONED_IN,chunk_4635
dopamine,MENTIONED_IN,chunk_4635
atropine,MENTIONED_IN,chunk_4635
dyspnoea,MENTIONED_IN,chunk_4637
bronchospasm,MENTIONED_IN,chunk_4637
Respiratory insufficiency,MENTIONED_IN,chunk_4638
Proteus mirabilis infection,MENTIONED_IN,chunk_4638
heart failure,MENTIONED_IN,chunk_4640
carbachol,MENTIONED_IN,chunk_4643
carbachol,MENTIONED_IN,chunk_4646
carbachol,MENTIONED_IN,chunk_4647
acute cardiovascular failure,MENTIONED_IN,chunk_4648
ergotamine,MENTIONED_IN,chunk_4649
rizatriptan,MENTIONED_IN,chunk_4649
migraine,MENTIONED_IN,chunk_4649
caffeine,MENTIONED_IN,chunk_4649
ergotamine,CO_OCCURS_WITH,migraine
rizatriptan,CO_OCCURS_WITH,migraine
caffeine,CO_OCCURS_WITH,migraine
migraine,MENTIONED_IN,chunk_4650
5-HT,MENTIONED_IN,chunk_4650
Rizatriptan,MENTIONED_IN,chunk_4650
Rizatriptan,CO_OCCURS_WITH,migraine
ergotamine,MENTIONED_IN,chunk_4651
rizatriptan,MENTIONED_IN,chunk_4651
migraine,MENTIONED_IN,chunk_4651
caffeine,MENTIONED_IN,chunk_4651
ergotamine,MENTIONED_IN,chunk_4653
rizatriptan,MENTIONED_IN,chunk_4653
caffeine,MENTIONED_IN,chunk_4653
headache,MENTIONED_IN,chunk_4657
rizatriptan,MENTIONED_IN,chunk_4658
ergotamine,MENTIONED_IN,chunk_4659
caffeine,MENTIONED_IN,chunk_4659
pain,MENTIONED_IN,chunk_4660
rizatriptan,MENTIONED_IN,chunk_4660
rizatriptan,CO_OCCURS_WITH,pain
pain,MENTIONED_IN,chunk_4661
rizatriptan,MENTIONED_IN,chunk_4661
ergotamine,MENTIONED_IN,chunk_4662
caffeine,MENTIONED_IN,chunk_4662
rizatriptan,MENTIONED_IN,chunk_4663
Headache,MENTIONED_IN,chunk_4664
rizatriptan,MENTIONED_IN,chunk_4665
ergotamine,MENTIONED_IN,chunk_4666
caffeine,MENTIONED_IN,chunk_4666
ergotamine,MENTIONED_IN,chunk_4667
rizatriptan,MENTIONED_IN,chunk_4667
caffeine,MENTIONED_IN,chunk_4667
pain,MENTIONED_IN,chunk_4668
ergotamine,MENTIONED_IN,chunk_4668
rizatriptan,MENTIONED_IN,chunk_4668
caffeine,MENTIONED_IN,chunk_4668
ergotamine,CO_OCCURS_WITH,pain
caffeine,CO_OCCURS_WITH,pain
vomiting,MENTIONED_IN,chunk_4669
nausea,MENTIONED_IN,chunk_4669
phonophobia,MENTIONED_IN,chunk_4669
Rizatriptan,MENTIONED_IN,chunk_4669
photophobia,MENTIONED_IN,chunk_4669
ergotamine,MENTIONED_IN,chunk_4669
caffeine,MENTIONED_IN,chunk_4669
ergotamine,CO_OCCURS_WITH,phonophobia
ergotamine,CO_OCCURS_WITH,vomiting
ergotamine,CO_OCCURS_WITH,nausea
ergotamine,CO_OCCURS_WITH,photophobia
caffeine,CO_OCCURS_WITH,phonophobia
caffeine,CO_OCCURS_WITH,vomiting
caffeine,CO_OCCURS_WITH,nausea
caffeine,CO_OCCURS_WITH,photophobia
Rizatriptan,CO_OCCURS_WITH,phonophobia
Rizatriptan,CO_OCCURS_WITH,vomiting
Rizatriptan,CO_OCCURS_WITH,nausea
Rizatriptan,CO_OCCURS_WITH,photophobia
rizatriptan,MENTIONED_IN,chunk_4670
ergotamine,MENTIONED_IN,chunk_4671
caffeine,MENTIONED_IN,chunk_4671
rizatriptan,MENTIONED_IN,chunk_4674
ergotamine,MENTIONED_IN,chunk_4675
caffeine,MENTIONED_IN,chunk_4675
dizziness,MENTIONED_IN,chunk_4677
ergotamine,MENTIONED_IN,chunk_4677
rizatriptan,MENTIONED_IN,chunk_4677
caffeine,MENTIONED_IN,chunk_4677
ergotamine,CO_OCCURS_WITH,dizziness
rizatriptan,CO_OCCURS_WITH,dizziness
caffeine,CO_OCCURS_WITH,dizziness
nausea,MENTIONED_IN,chunk_4679
somnolence,MENTIONED_IN,chunk_4681
Thrombotic microangiopathy,MENTIONED_IN,chunk_4682
renal failure,MENTIONED_IN,chunk_4682
cisplatin,MENTIONED_IN,chunk_4683
thrombotic microangiopathy,MENTIONED_IN,chunk_4683
thrombocytopenia,MENTIONED_IN,chunk_4683
renal insufficiency,MENTIONED_IN,chunk_4683
carcinoma,MENTIONED_IN,chunk_4683
microangiopathic hemolytic anemia,MENTIONED_IN,chunk_4683
bleomycin,MENTIONED_IN,chunk_4683
vinca alkaloid,MENTIONED_IN,chunk_4683
bleomycin,CO_OCCURS_WITH,thrombotic microangiopathy
bleomycin,CO_OCCURS_WITH,thrombocytopenia
bleomycin,CO_OCCURS_WITH,renal insufficiency
bleomycin,CO_OCCURS_WITH,carcinoma
bleomycin,CO_OCCURS_WITH,microangiopathic hemolytic anemia
cisplatin,CO_OCCURS_WITH,thrombotic microangiopathy
cisplatin,CO_OCCURS_WITH,thrombocytopenia
cisplatin,CO_OCCURS_WITH,renal insufficiency
cisplatin,CO_OCCURS_WITH,carcinoma
cisplatin,CO_OCCURS_WITH,microangiopathic hemolytic anemia
vinca alkaloid,CO_OCCURS_WITH,thrombotic microangiopathy
vinca alkaloid,CO_OCCURS_WITH,thrombocytopenia
vinca alkaloid,CO_OCCURS_WITH,renal insufficiency
vinca alkaloid,CO_OCCURS_WITH,carcinoma
vinca alkaloid,CO_OCCURS_WITH,microangiopathic hemolytic anemia
thrombotic thrombocytopenic purpura,MENTIONED_IN,chunk_4684
hemolytic-uremic syndrome,MENTIONED_IN,chunk_4684
intravascular coagulation,MENTIONED_IN,chunk_4685
tumor,MENTIONED_IN,chunk_4686
thrombotic microangiopathy,MENTIONED_IN,chunk_4686
anemia,MENTIONED_IN,chunk_4687
bone marrow suppression,MENTIONED_IN,chunk_4687
thrombocytopenia,MENTIONED_IN,chunk_4687
renal failure,MENTIONED_IN,chunk_4687
cisplatin nephrotoxicity,MENTIONED_IN,chunk_4687
nelarabine,MENTIONED_IN,chunk_4688
etoposide,MENTIONED_IN,chunk_4688
cyclophosphamide,MENTIONED_IN,chunk_4688
T-cell lymphoblastic leukaemia and lymphoma,MENTIONED_IN,chunk_4688
nelarabine,CO_OCCURS_WITH,T-cell lymphoblastic leukaemia and lymphoma
etoposide,CO_OCCURS_WITH,T-cell lymphoblastic leukaemia and lymphoma
cyclophosphamide,CO_OCCURS_WITH,T-cell lymphoblastic leukaemia and lymphoma
nelarabine,MENTIONED_IN,chunk_4689
AraG,MENTIONED_IN,chunk_4689
etoposide,MENTIONED_IN,chunk_4689
VP,MENTIONED_IN,chunk_4689
T-cell leukaemia or lymphoma,MENTIONED_IN,chunk_4689
CPM,MENTIONED_IN,chunk_4689
cyclophosphamide,MENTIONED_IN,chunk_4689
nelarabine,CO_OCCURS_WITH,T-cell leukaemia or lymphoma
AraG,CO_OCCURS_WITH,T-cell leukaemia or lymphoma
etoposide,CO_OCCURS_WITH,T-cell leukaemia or lymphoma
VP,CO_OCCURS_WITH,T-cell leukaemia or lymphoma
CPM,CO_OCCURS_WITH,T-cell leukaemia or lymphoma
cyclophosphamide,CO_OCCURS_WITH,T-cell leukaemia or lymphoma
musculoskeletal pain,MENTIONED_IN,chunk_4690
AraG,MENTIONED_IN,chunk_4690
neuropathy,MENTIONED_IN,chunk_4690
AraG,CO_OCCURS_WITH,musculoskeletal pain
AraG,CO_OCCURS_WITH,neuropathy
AraG,MENTIONED_IN,chunk_4691
Haematological toxicity,MENTIONED_IN,chunk_4691
AraG,CO_OCCURS_WITH,Haematological toxicity
VP,MENTIONED_IN,chunk_4692
AraG,MENTIONED_IN,chunk_4692
CPM,MENTIONED_IN,chunk_4692
neurological toxicity,MENTIONED_IN,chunk_4693
AraG,MENTIONED_IN,chunk_4693
cyclophosphamide,MENTIONED_IN,chunk_4693
etoposide,MENTIONED_IN,chunk_4693
AraG,CO_OCCURS_WITH,neurological toxicity
cyclophosphamide,CO_OCCURS_WITH,neurological toxicity
etoposide,CO_OCCURS_WITH,neurological toxicity
sulphasalazine,MENTIONED_IN,chunk_4694
dermatitis,MENTIONED_IN,chunk_4695
fever,MENTIONED_IN,chunk_4695
sulphasalazine,MENTIONED_IN,chunk_4695
rheumatoid arthritis,MENTIONED_IN,chunk_4695
hepatitis,MENTIONED_IN,chunk_4695
lymphadenopathy,MENTIONED_IN,chunk_4695
sulphasalazine,CO_OCCURS_WITH,dermatitis
sulphasalazine,CO_OCCURS_WITH,fever
sulphasalazine,CO_OCCURS_WITH,rheumatoid arthritis
sulphasalazine,CO_OCCURS_WITH,hepatitis
sulphasalazine,CO_OCCURS_WITH,lymphadenopathy
adverse drug reaction,MENTIONED_IN,chunk_4696
lymphadenitis,MENTIONED_IN,chunk_4696
sepsis,MENTIONED_IN,chunk_4697
multi-organ failure,MENTIONED_IN,chunk_4697
autoimmunity,MENTIONED_IN,chunk_4697
drug-induced hepatitis,MENTIONED_IN,chunk_4697
bone marrow necrosis,MENTIONED_IN,chunk_4699
massive hepatocellular necrosis,MENTIONED_IN,chunk_4699
nephritis,MENTIONED_IN,chunk_4699
malignancy,MENTIONED_IN,chunk_4699
myocarditis,MENTIONED_IN,chunk_4699
sulphasalazine,MENTIONED_IN,chunk_4700
toxicity,MENTIONED_IN,chunk_4701
Bupropion,MENTIONED_IN,chunk_4701
Zyban,MENTIONED_IN,chunk_4701
Bupropion,CO_OCCURS_WITH,toxicity
Zyban,CO_OCCURS_WITH,toxicity
Bupropion,MENTIONED_IN,chunk_4702
amphetamine,MENTIONED_IN,chunk_4702
antidepressant,MENTIONED_IN,chunk_4702
bupropion hydrochloride,MENTIONED_IN,chunk_4703
Zyban,MENTIONED_IN,chunk_4703
overdose,MENTIONED_IN,chunk_4704
toxicity,MENTIONED_IN,chunk_4705
hallucinations,MENTIONED_IN,chunk_4706
convulsions,MENTIONED_IN,chunk_4706
tachycardia,MENTIONED_IN,chunk_4706
cardiac arrhythmias,MENTIONED_IN,chunk_4707
cardiac arrest,MENTIONED_IN,chunk_4707
bupropion,MENTIONED_IN,chunk_4710
adenosine,MENTIONED_IN,chunk_4711
tachycardia,MENTIONED_IN,chunk_4711
seizures,MENTIONED_IN,chunk_4711
diazepam,MENTIONED_IN,chunk_4711
adenosine,CO_OCCURS_WITH,tachycardia
adenosine,CO_OCCURS_WITH,seizures
diazepam,CO_OCCURS_WITH,tachycardia
diazepam,CO_OCCURS_WITH,seizures
overdose,MENTIONED_IN,chunk_4712
neurological and cardiovascular toxicity,MENTIONED_IN,chunk_4712
Zyban,MENTIONED_IN,chunk_4712
Zyban,CO_OCCURS_WITH,overdose
Zyban,CO_OCCURS_WITH,neurological and cardiovascular toxicity
indocyanine green,MENTIONED_IN,chunk_4713
indocyanine green,MENTIONED_IN,chunk_4714
indocyanine green,MENTIONED_IN,chunk_4715
indocyanine green,MENTIONED_IN,chunk_4716
indocyanine green,MENTIONED_IN,chunk_4717
indocyanine green,MENTIONED_IN,chunk_4719
exanthema,MENTIONED_IN,chunk_4721
itchiness,MENTIONED_IN,chunk_4721
urtication,MENTIONED_IN,chunk_4721
nausea,MENTIONED_IN,chunk_4721
pain,MENTIONED_IN,chunk_4722
hypotension,MENTIONED_IN,chunk_4722
shock,MENTIONED_IN,chunk_4723
hypotensive,MENTIONED_IN,chunk_4723
indocyanine green,MENTIONED_IN,chunk_4724
fluorescein,MENTIONED_IN,chunk_4724
fluorescein sodium,MENTIONED_IN,chunk_4724
streptozotocin,MENTIONED_IN,chunk_4725
nitric oxide,MENTIONED_IN,chunk_4725
diabetic neuropathy,MENTIONED_IN,chunk_4725
hyperalgesia,MENTIONED_IN,chunk_4725
vincristine,MENTIONED_IN,chunk_4725
Bradykinin,MENTIONED_IN,chunk_4725
vincristine,CO_OCCURS_WITH,hyperalgesia
vincristine,CO_OCCURS_WITH,diabetic neuropathy
nitric oxide,CO_OCCURS_WITH,hyperalgesia
nitric oxide,CO_OCCURS_WITH,diabetic neuropathy
Bradykinin,CO_OCCURS_WITH,hyperalgesia
Bradykinin,CO_OCCURS_WITH,diabetic neuropathy
streptozotocin,CO_OCCURS_WITH,hyperalgesia
streptozotocin,CO_OCCURS_WITH,diabetic neuropathy
NO,MENTIONED_IN,chunk_4726
NO,MENTIONED_IN,chunk_4727
NO,MENTIONED_IN,chunk_4728
des Arg10 HOE 140,MENTIONED_IN,chunk_4729
diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy,MENTIONED_IN,chunk_4729
HOE 140,MENTIONED_IN,chunk_4729
bradykinin,MENTIONED_IN,chunk_4729
des Arg10 HOE 140,CO_OCCURS_WITH,diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy
HOE 140,CO_OCCURS_WITH,diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy
bradykinin,CO_OCCURS_WITH,diabetic (streptozotocin-induced) and toxic (vincristine-induced) neuropathy
pain,MENTIONED_IN,chunk_4730
NO,MENTIONED_IN,chunk_4731
diabetic hyperalgesia,MENTIONED_IN,chunk_4731
bradykinin,MENTIONED_IN,chunk_4731
NO,CO_OCCURS_WITH,diabetic hyperalgesia
bradykinin,CO_OCCURS_WITH,diabetic hyperalgesia
des Arg10 HOE 140,MENTIONED_IN,chunk_4732
HOE 140,MENTIONED_IN,chunk_4732
hyperalgesia,MENTIONED_IN,chunk_4733
NO,MENTIONED_IN,chunk_4733
vincristine,MENTIONED_IN,chunk_4733
bradykinin,MENTIONED_IN,chunk_4733
NO,CO_OCCURS_WITH,hyperalgesia
bradykinin,CO_OCCURS_WITH,hyperalgesia
des-Arg10HOE 140,MENTIONED_IN,chunk_4734
toxic neuropathy,MENTIONED_IN,chunk_4734
HOE 140,MENTIONED_IN,chunk_4734
des-Arg10HOE 140,CO_OCCURS_WITH,toxic neuropathy
HOE 140,CO_OCCURS_WITH,toxic neuropathy
diabetic and toxic neuropathy,MENTIONED_IN,chunk_4735
NO,MENTIONED_IN,chunk_4736
hyperalgesia bradykinin,MENTIONED_IN,chunk_4736
streptozotocin,MENTIONED_IN,chunk_4736
bradykinin,MENTIONED_IN,chunk_4736
hyperalgesia,MENTIONED_IN,chunk_4736
vincristine,MENTIONED_IN,chunk_4736
hyperalgesia bradykinin,CO_OCCURS_WITH,hyperalgesia
NO,MENTIONED_IN,chunk_4737
neuropathic pain,MENTIONED_IN,chunk_4737
bradykinin,MENTIONED_IN,chunk_4737
NO,CO_OCCURS_WITH,neuropathic pain
bradykinin,CO_OCCURS_WITH,neuropathic pain
cyclophosphamide,MENTIONED_IN,chunk_4738
Cardiac toxicity,MENTIONED_IN,chunk_4738
breast cancer,MENTIONED_IN,chunk_4738
cyclophosphamide,CO_OCCURS_WITH,Cardiac toxicity
cyclophosphamide,CO_OCCURS_WITH,breast cancer
Cyclophosphamide,MENTIONED_IN,chunk_4739
cardiomyopathy,MENTIONED_IN,chunk_4740
toxicity,MENTIONED_IN,chunk_4740
paclitaxel,MENTIONED_IN,chunk_4741
carboplatin,MENTIONED_IN,chunk_4741
melphalan,MENTIONED_IN,chunk_4741
breast cancer,MENTIONED_IN,chunk_4741
cyclophosphamide,MENTIONED_IN,chunk_4741
thiotepa,MENTIONED_IN,chunk_4741
paclitaxel,CO_OCCURS_WITH,breast cancer
carboplatin,CO_OCCURS_WITH,breast cancer
melphalan,CO_OCCURS_WITH,breast cancer
thiotepa,CO_OCCURS_WITH,breast cancer
hypertension,MENTIONED_IN,chunk_4742
diabetes mellitus,MENTIONED_IN,chunk_4742
breast cancer,MENTIONED_IN,chunk_4742
CHF,MENTIONED_IN,chunk_4742
anthracyclines,MENTIONED_IN,chunk_4742
cyclophosphamide,MENTIONED_IN,chunk_4742
congestive heart failure,MENTIONED_IN,chunk_4742
anthracyclines,CO_OCCURS_WITH,hypertension
anthracyclines,CO_OCCURS_WITH,diabetes mellitus
anthracyclines,CO_OCCURS_WITH,breast cancer
anthracyclines,CO_OCCURS_WITH,CHF
anthracyclines,CO_OCCURS_WITH,congestive heart failure
cyclophosphamide,CO_OCCURS_WITH,hypertension
cyclophosphamide,CO_OCCURS_WITH,diabetes mellitus
cyclophosphamide,CO_OCCURS_WITH,CHF
cyclophosphamide,CO_OCCURS_WITH,congestive heart failure
CHF,MENTIONED_IN,chunk_4743
cyclophosphamide,MENTIONED_IN,chunk_4743
cardiac toxicity,MENTIONED_IN,chunk_4743
cyclophosphamide,CO_OCCURS_WITH,cardiac toxicity
CHF,MENTIONED_IN,chunk_4744
CHF,MENTIONED_IN,chunk_4747
cyclophosphamide,MENTIONED_IN,chunk_4747
carbamazepine,MENTIONED_IN,chunk_4748
absence seizures,MENTIONED_IN,chunk_4748
vigabatrin,MENTIONED_IN,chunk_4748
carbamazepine,CO_OCCURS_WITH,absence seizures
vigabatrin,CO_OCCURS_WITH,absence seizures
absence seizures,MENTIONED_IN,chunk_4749
Carbamazepine,MENTIONED_IN,chunk_4749
vigabatrin,MENTIONED_IN,chunk_4749
Carbamazepine,CO_OCCURS_WITH,absence seizures
carbamazepine,MENTIONED_IN,chunk_4750
Vigabatrin,MENTIONED_IN,chunk_4751
carbamazepine,MENTIONED_IN,chunk_4752
myoclonic jerks,MENTIONED_IN,chunk_4752
carbamazepine,CO_OCCURS_WITH,myoclonic jerks
vigabatrin,MENTIONED_IN,chunk_4753
sodium valproate,MENTIONED_IN,chunk_4754
lamotrigine,MENTIONED_IN,chunk_4754
ethosuximide,MENTIONED_IN,chunk_4754
omeprazole,MENTIONED_IN,chunk_4755
Hemolytic anemia,MENTIONED_IN,chunk_4755
omeprazole,CO_OCCURS_WITH,Hemolytic anemia
Omeprazole,MENTIONED_IN,chunk_4756
Zollinger-Ellison syndrome,MENTIONED_IN,chunk_4757
peptic ulcer disease,MENTIONED_IN,chunk_4757
reflux esophagitis,MENTIONED_IN,chunk_4757
omeprazole,MENTIONED_IN,chunk_4758
omeprazole,MENTIONED_IN,chunk_4759
hemolytic anemia,MENTIONED_IN,chunk_4759
omeprazole,CO_OCCURS_WITH,hemolytic anemia
lethargy,MENTIONED_IN,chunk_4760
omeprazole,MENTIONED_IN,chunk_4760
shortness of breath,MENTIONED_IN,chunk_4760
omeprazole,CO_OCCURS_WITH,lethargy
omeprazole,CO_OCCURS_WITH,shortness of breath
bilirubin,MENTIONED_IN,chunk_4763
omeprazole,MENTIONED_IN,chunk_4764
omeprazole,MENTIONED_IN,chunk_4765
hemolytic anemia,MENTIONED_IN,chunk_4765
zidovudine,MENTIONED_IN,chunk_4766
AZT,MENTIONED_IN,chunk_4766
didanosine,MENTIONED_IN,chunk_4766
toxicity,MENTIONED_IN,chunk_4766
HIV antibody-positive,MENTIONED_IN,chunk_4766
ddI,MENTIONED_IN,chunk_4766
didanosine,CO_OCCURS_WITH,toxicity
didanosine,CO_OCCURS_WITH,HIV antibody-positive
zidovudine,CO_OCCURS_WITH,HIV antibody-positive
AZT,CO_OCCURS_WITH,toxicity
AZT,CO_OCCURS_WITH,HIV antibody-positive
ddI,CO_OCCURS_WITH,toxicity
ddI,CO_OCCURS_WITH,HIV antibody-positive
AIDS,MENTIONED_IN,chunk_4769
opportunistic infections,MENTIONED_IN,chunk_4769
AIDS,MENTIONED_IN,chunk_4770
didanosine,MENTIONED_IN,chunk_4774
diarrhoea,MENTIONED_IN,chunk_4775
pancreatitis,MENTIONED_IN,chunk_4776
Peripheral neuropathy,MENTIONED_IN,chunk_4776
abdominal pain,MENTIONED_IN,chunk_4777
didanosine,MENTIONED_IN,chunk_4778
glucose tolerance curves,MENTIONED_IN,chunk_4778
diabetes,MENTIONED_IN,chunk_4778
