id,label,name
chunk_4739,TextChunk,INTRODUCTION : Cyclophosphamide is an alkylating agent given frequently as a component of many conditioning regimens .
chunk_4740,TextChunk,"In high doses , its nonhematological dose - limiting toxicity is cardiomyopathy ."
chunk_4741,TextChunk,"STUDY DESIGN : We combined paclitaxel , melphalan and high - dose cyclophosphamide , thiotepa , and carboplatin in a triple sequential high - dose regimen for patients with metastatic breast cancer ."
melphalan,Chemical,melphalan
thiotepa,Chemical,thiotepa
chunk_4742,TextChunk,"Analysis was performed on 61 women with chemotherapy - responsive metastatic breast cancer receiving 96 - h infusional cyclophosphamide as part of a triple sequential high - dose regimen to assess association between presence of peritransplant congestive heart failure ( CHF ) and the following pretreatment characteristics : presence of electrocardiogram ( EKG ) abnormalities , age , hypertension , prior cardiac history , smoking , diabetes mellitus , prior use of anthracyclines , and left - sided chest irradiation ."
CHF,Disease,CHF
anthracyclines,Chemical,anthracyclines
chunk_4743,TextChunk,RESULTS : Six of 61 women ( 10 %) developed clinically reversible grade 3 CHF following infusional cyclophosphamide with a median percent decline in ejection fraction of 31 %. Incidence of transient cyclophosphamide - related cardiac toxicity ( 10 %) is comparable to previous recorded literature .
chunk_4744,TextChunk,"Older age was significantly correlated with the CHF development ; with median ages for the entire group and for patients developing CHF of 45 and 59 , respectively ."
chunk_4745,TextChunk,No association was found with other pretreatment characteristics .
chunk_4746,TextChunk,"CONCLUSIONS : As a result of these findings , oncologists should carefully monitor fluid balance in older patients ."
chunk_4747,TextChunk,Routine EKG monitoring during infusional cyclophosphamide did not predict CHF
chunk_4748,TextChunk,Inappropriate use of carbamazepine and vigabatrin in typical absence seizures .
chunk_4749,TextChunk,Carbamazepine and vigabatrin are contraindicated in typical absence seizures .
chunk_4750,TextChunk,"Of 18 consecutive referrals of children with resistant typical absences only , eight were erroneously treated with carbamazepine either as monotherapy or as an add - on ."
chunk_4751,TextChunk,Vigabatrin was also used in the treatment of two children .
Vigabatrin,Chemical,Vigabatrin
chunk_4752,TextChunk,"Frequency of absences increased in four children treated with carbamazepine and two of these developed myoclonic jerks , which resolved on withdrawal of carbamazepine ."
myoclonic jerks,Disease,myoclonic jerks
chunk_4753,TextChunk,Absences were aggravated in both cases where vigabatrin was added on to concurrent treatment .
chunk_4754,TextChunk,"Optimal control of the absences was achieved with sodium valproate , lamotrigine , or ethosuximide"
lamotrigine,Chemical,lamotrigine
ethosuximide,Chemical,ethosuximide
chunk_4755,TextChunk,Hemolytic anemia associated with the use of omeprazole .
Hemolytic anemia,Disease,Hemolytic anemia
omeprazole,Chemical,omeprazole
chunk_4756,TextChunk,Omeprazole is the first drug designed to block the final step in the acid secretory process within the parietal cell .
Omeprazole,Chemical,Omeprazole
chunk_4757,TextChunk,"It has been shown to be extremely effective in the treatment of peptic ulcer disease , reflux esophagitis , and the Zollinger-Ellison syndrome ."
peptic ulcer disease,Disease,peptic ulcer disease
reflux esophagitis,Disease,reflux esophagitis
Zollinger-Ellison syndrome,Disease,Zollinger-Ellison syndrome
chunk_4758,TextChunk,"Although clinical experience with omeprazole is still limited , many controlled studies have established the short - term safety of this drug ."
chunk_4759,TextChunk,We report the first case of a serious short - term adverse reaction with the use of omeprazole : hemolytic anemia .
chunk_4760,TextChunk,"The patient developed weakness , lethargy , and shortness of breath 2 days after starting therapy with omeprazole ."
lethargy,Disease,lethargy
shortness of breath,Disease,shortness of breath
chunk_4761,TextChunk,"Two weeks after the initiation of therapy , her hematocrit had decreased from 44 ."
chunk_4762,TextChunk,1 % to 20 .
chunk_4763,TextChunk,"4 %, and she had a positive direct Coombs antiglobulin test and an elevated indirect bilirubin ."
chunk_4764,TextChunk,"After she discontinued the omeprazole , her hemoglobin and hematocrit gradually returned to normal ."
chunk_4765,TextChunk,The mechanism by which omeprazole caused the patient ' s hemolytic anemia
chunk_4766,TextChunk,The use and toxicity of didanosine ( ddI ) in HIV antibody-positive individuals intolerant to zidovudine ( AZT ) One hundred and fifty - one patients intolerant to zidovudine ( AZT ) received didanosine ( ddI ) to a maximum dose of 12 .
didanosine,Chemical,didanosine
ddI,Chemical,ddI
HIV antibody-positive,Disease,HIV antibody-positive
chunk_4767,TextChunk,5 mg / kg / day .
chunk_4768,TextChunk,"Patient response was assessed using changes in CD4 + lymphocyte subset count , HIV p24 antigen , weight , and quality of life ."
chunk_4769,TextChunk,Seventy patients developed major opportunistic infections whilst on therapy ; this was the first AIDS diagnosis in 17 .
opportunistic infections,Disease,opportunistic infections
chunk_4770,TextChunk,"Only minor changes in CD4 + lymphocyte subset count were observed in AIDS patients , although a more significant rise occurred in those with earlier stages of disease ."
chunk_4771,TextChunk,"Of those positive for p24 antigen at the commencement of the study 67 % showed a positive response , and this was most likely in those with CD4 + lymphocyte subset counts above 100 mm3 ."
chunk_4772,TextChunk,A positive weight response was seen in 16 % of patients .
chunk_4773,TextChunk,Most patients showed improvement in individual parameters and global score of quality of life .
chunk_4774,TextChunk,Adverse reactions possibly attributable to didanosine were common .
chunk_4775,TextChunk,"The most common side - effect was diarrhoea , which resulted in cessation of therapy in 19 individuals ."
diarrhoea,Disease,diarrhoea
chunk_4776,TextChunk,Peripheral neuropathy occurred in 12 patients and pancreatitis in six .
chunk_4777,TextChunk,Thirteen patients developed a raised serum amylase without abdominal pain .
chunk_4778,TextChunk,"Seven patients developed glucose tolerance curves characteristic of diabetes but these were mild , did not require treatment and returned to normal on ceasing didanosine"
glucose tolerance curves,Disease,glucose tolerance curves
chunk_4779,TextChunk,Can angiogenesis be a target of treatment for ribavirin associated hemolytic anemia ? BACKGROUND / AIMS : Recently ribavirin has been found to inhibit angiogenesis and a number of angiogenesis inhibitors such as sunitinib and sorafenib have been found to cause acute hemolysis .
sunitinib,Chemical,sunitinib
sorafenib,Chemical,sorafenib
chunk_4780,TextChunk,"We aimed to investigate whether there is a relation between hemoglobin , haptoglobin and angiogenesis soluble markers which are modifiable and can help in developing strategies against anemia ."
chunk_4781,TextChunk,METHODS : Fourteen patients chronically infected with hepatitis C virus were treated by pegylated interferon alpha 2a and ribavirin .
chronically infected with hepatitis C virus,Disease,chronically infected with hepatitis C virus
pegylated interferon alpha 2a,Chemical,pegylated interferon alpha 2a
chunk_4782,TextChunk,"Serum hemoglobin , haptoglobin and angiogenesis markers of vascular endothelial growth factor and angiopoetin - 2 were investigated before and after therapy ."
chunk_4783,TextChunk,RESULTS : We observed a significant decrease in haptoglobin levels at the end of the treatment period .
chunk_4784,TextChunk,Hemoglobin levels also decreased but insignificantly by treatment .
chunk_4785,TextChunk,"In contrast with the literature , serum levels of angiogenesis factors did not change significantly by pegylated interferon and ribavirin therapy ."
chunk_4786,TextChunk,We found no correlation of angiogenesis soluble markers with either hemoglobin or haptoglobin .
chunk_4787,TextChunk,CONCLUSION : This is the first study in the literature investigating a link between angiogenesis soluble markers and ribavirin induced anemia in patients with hepatitis C and we could not find any relation .
hepatitis C,Disease,hepatitis C
chunk_4788,TextChunk,Future research with larger number of patients is needed to find out modifiable factors that will improve the safety of ribavirin
chunk_4789,TextChunk,"Cocaine causes memory and learning impairments in rats : involvement of nuclear factor kappa B and oxidative stress , and prevention by topiramate ."
memory and learning impairments,Disease,memory and learning impairments
topiramate,Chemical,topiramate
chunk_4790,TextChunk,Different mechanisms have been suggested for cocaine toxicity including an increase in oxidative stress but the association between oxidative status in the brain and cocaine induced - behaviour is poorly understood .
chunk_4791,TextChunk,Nuclear factor kappa B ( NFkappaB ) is a sensor of oxidative stress and participates in memory formation that could be involved in drug toxicity and addiction mechanisms .
chunk_4792,TextChunk,"Therefore NFkappaB activity , oxidative stress , neuronal nitric oxide synthase ( nNOS ) activity , spatial learning and memory as well as the effect of topiramate , a previously proposed therapy for cocaine addiction , were evaluated in an experimental model of cocaine administration in rats ."
cocaine addiction,Disease,cocaine addiction
chunk_4793,TextChunk,"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats , as well as GSH concentration and glutathione peroxidase activity in the hippocampus , whereas nNOS activity in the hippocampus was increased ."
chunk_4794,TextChunk,Memory retrieval of experiences acquired prior to cocaine administration was impaired and negatively correlated with NFkappaB activity in the frontal cortex .
chunk_4795,TextChunk,"In contrast , learning of new tasks was enhanced and correlated with the increase of nNOS activity and the decrease of glutathione peroxidase ."
chunk_4796,TextChunk,These results provide evidence for a possible mechanistic role of oxidative and nitrosative stress and NFkappaB in the alterations induced by cocaine .
chunk_4797,TextChunk,Topiramate
Topiramate,Chemical,Topiramate
chunk_4798,TextChunk,Antinociceptive and antiamnesic properties of the presynaptic cholinergic amplifier PG-9 .
chunk_4799,TextChunk,The antinociceptive effect of 3 alpha-tropyl 2-(p-bromophenyl)propionate [(+/-)- PG-9 ]( 10 - 40 mg kg - 1 s .
3 alpha-tropyl 2-(p-bromophenyl)propionate,Chemical,3 alpha-tropyl 2-(p-bromophenyl)propionate
chunk_4800,TextChunk,c .; 30 - 60 mg kg - 1 p .
chunk_4801,TextChunk,o .; 10 - 30 mg kg - 1 i .
chunk_4802,TextChunk,v .; 10 - 30 micrograms / mouse i .
chunk_4803,TextChunk,c .
chunk_4804,TextChunk,"v .) was examined in mice , rats and guinea pigs by use of the hot - plate , abdominal - constriction , tail - flick and paw - pressure tests .(+/-)- PG-9 antinociception peaked 15 min after injection and then slowly diminished ."
chunk_4805,TextChunk,"The antinociception produced by (+/-)- PG-9 was prevented by the unselective muscarinic antagonist atropine , the M1 - selective antagonists pirenzepine and dicyclomine and the acetylcholine depletor hemicholinium-3 , but not by the opioid antagonist naloxone , the gamma-aminobutyric acidB antagonist 3-aminopropyl-diethoxy-methyl-phosphinic acid , the H3 agonist R-(alpha)-methylhistamine , the D2 antagonist quinpirole , the 5-hydroxytryptamine4 antagonist 2-methoxy-4-amino-5-chlorobenzoic acid 2-(diethylamino)ethyl ester hydrochloride , the 5-hydroxytryptamin1A antagonist 1-(2-methoxyphenyl)-4-[4-(2-phthalimido)butyl]piperazine hydrobromide and the polyamines depletor reserpine ."
